Date,Precip,Discharge,Maxgage,Mingage,Gage,,Pdate,Pprecip,Pdischarge,UNITS
12/05/1995,a,12,,,1.04,,06/05/2000,0.32A,8.80A,
12/06/1995,a,13,,,1.07,,06/06/2000,0.00A,10.0A,
12/07/1995,a,18,,,1.19,,06/07/2000,0.00A,6.30A,
12/08/1995,a,15,,,1.13,,06/08/2000,0.00A,5.40A,
12/09/1995,a,21,,,1.27,,06/09/2000,0.00A,5.00A,
12/10/1995,a,17,,,1.18,,06/10/2000,0.00A,4.80A,
12/11/1995,a,13,,,1.09,,06/11/2000,0.00A,4.50A,
12/12/1995,a,13,,,1.07,,06/12/2000,0.00A,4.30A,
12/13/1995,a,13,,,1.07,,06/13/2000,0.00A,4.30A,
12/14/1995,a,12,,,1.05,,06/14/2000,0.76A,5.00A,
12/15/1995,a,12,,,1.05,,06/15/2000,0.02A,10.0A,
12/16/1995,a,12,,,1.05,,06/16/2000,0.00A,5.80A,
12/17/1995,a,12,,,1.05,,06/17/2000,0.00A,5.00A,
12/18/1995,a,12,,,1.04,,06/18/2000,0.01A,5.00A,
12/19/1995,a,13,,,1.07,,06/19/2000,0.41A,6.10A,
12/20/1995,a,13,,,1.08,,06/20/2000,0.00A,6.40A,
12/21/1995,a,12,,,1.04,,06/21/2000,0.00A,5.80A,
12/22/1995,a,11,,,1.04,,06/22/2000,0.30A,5.10A,
12/23/1995,a,12,,,1.04,,06/23/2000,0.00A,7.20A,
12/24/1995,a,12,,,1.03,,06/24/2000,0.00A,5.10A,
12/25/1995,a,11,,,1.03,,06/25/2000,0.00A,4.50A,
12/26/1995,a,11,,,1.03,,06/26/2000,0.00A,4.30A,
12/27/1995,a,11,,,1.02,,06/27/2000,0.00A,4.20A,
12/28/1995,a,11,,,1.02,,06/28/2000,0.56A,3.90A,
12/29/1995,a,11,,,1.02,,06/29/2000,0.41A,14.0A,
12/30/1995,a,11,,,1.02,,06/30/2000,0.00A,8.60A,
12/31/1995,a,16,,,1.13,,07/01/2000,0.00A,5.50A,
01/01/1996,a,16,,,1.15,,07/02/2000,0.00A,5.20A,
01/02/1996,a,14,,,1.09,,07/03/2000,0.00A,4.50A,
01/03/1996,a,18,,,1.19,,07/04/2000,0.06A,4.20A,
01/04/1996,a,14,,,1.08,,07/05/2000,0.04A,5.60A,
01/05/1996,a,12,,,1.05,,07/06/2000,0.09A,11.0A,
01/06/1996,a,12,,,1.04,,07/07/2000,0.01A,7.50A,
01/07/1996,a,16,,,1.13,,07/08/2000,0.00A,6.30A,
01/08/1996,a,15,,,1.11,,07/09/2000,0.00A,5.20A,
01/09/1996,a,13,,,1.08,,07/10/2000,0.00A,4.40A,
01/10/1996,a,14,,,1.1,,07/11/2000,0.00A,4.10A,
01/11/1996,a,14,,,1.09,,07/12/2000,0.78A,8.40A,
01/12/1996,a,13,,,1.07,,07/13/2000,0.04A,6.90A,
01/13/1996,a,13,,,1.06,,07/14/2000,0.00A,6.50A,
01/14/1996,a,13,,,1.05,,07/15/2000,0.47A,7.70A,
01/15/1996,a,12,,,1.04,,07/16/2000,0.85A,6.50A,
01/16/1996,a,12,,,1.03,,07/17/2000,0.04A,9.30A,
01/17/1996,a,12,,,1.03,,07/18/2000,0.00A,5.40A,
01/18/1996,a,12,,,1.04,,07/19/2000,0.00A,4.60A,
01/19/1996,a,19,,,1.2,,07/20/2000,0.12A,5.40A,
01/20/1996,a,14,,,1.1,,07/21/2000,0.18A,5.20A,
01/21/1996,a,13,,,1.05,,07/22/2000,0.00A,5.30A,
01/22/1996,a,12,,,1.03,,07/23/2000,0.05A,5.20A,
01/23/1996,a,11,,,1.01,,07/24/2000,2.99A,35.0A,
01/24/1996,a,12,,,1.05,,07/25/2000,1.49A,25.0A,
01/25/1996,a,13,,,1.05,,07/26/2000,0.01A,26.0A,
01/26/1996,a,11,,,1.01,,07/27/2000,0.00A,11.0A,
01/27/1996,a,26,,,1.34,,07/28/2000,0.01A,8.20A,
01/28/1996,a,21,,,1.25,,07/29/2000,0.00A,7.40A,
01/29/1996,a,14,,,1.08,,07/30/2000,0.30A,7.50A,
01/30/1996,a,13,,,1.06,,07/31/2000,1.08A,15.0A,
01/31/1996,a,14,,,1.09,,08/01/2000,1.43A,23.0A,
02/01/1996,a,13,,,1.07,,08/02/2000,0.35A,31.0A,
02/02/1996,a,17,,,1.15,,08/03/2000,0.07A,18.0A,
02/03/1996,a,22,,,1.26,,08/04/2000,0.09A,13.0A,
02/04/1996,a,14,,,1.09,,08/05/2000,0.00A,11.0A,
02/05/1996,a,13,,,1.05,,08/06/2000,0.01A,8.70A,
02/06/1996,a,12,,,1.04,,08/07/2000,0.00A,7.60A,
02/07/1996,a,13,,,1.06,,08/08/2000,0.00A,6.60A,
02/08/1996,a,15,,,1.11,,08/09/2000,0.00A,6.10A,
02/09/1996,a,15,,,1.1,,08/10/2000,0.20A,7.60A,
02/10/1996,a,12,,,1.04,,08/11/2000,0.00A,6.80A,
02/11/1996,a,12,,,1.03,,08/12/2000,0.00A,5.90A,
02/12/1996,a,11,,,1.02,,08/13/2000,0.01A,5.50A,
02/13/1996,a,11,,,1.01,,08/14/2000,0.00A,5.60A,
02/14/1996,a,11,,,1.01,,08/15/2000,0.00A,5.00A,
02/15/1996,a,11,,,1.01,,08/16/2000,0.00A,4.70A,
02/16/1996,a,13,,,1.06,,08/17/2000,0.00A,4.40A,
02/17/1996,a,13,,,1.05,,08/18/2000,0.03A,4.30A,
02/18/1996,a,12,,,1.02,,08/19/2000,0.00A,4.70A,
02/19/1996,a,11,,,1.01,,08/20/2000,0.00A,4.60A,
02/20/1996,a,16,,,1.12,,08/21/2000,0.00A,4.50A,
02/21/1996,a,17,,,1.15,,08/22/2000,0.00A,4.30A,
02/22/1996,a,13,,,1.05,,08/23/2000,0.00A,4.10A,
02/23/1996,a,12,,,1.03,,08/24/2000,0.19A,4.00A,
02/24/1996,a,11,,,1.02,,08/25/2000,0.46A,6.50A,
02/25/1996,a,11,,,1,,08/26/2000,0.00A,6.60A,
02/26/1996,a,10,,,0.99,,08/27/2000,0.40A,8.70A,
02/27/1996,a,10,,,0.98,,08/28/2000,0.01A,18.0A,
02/28/1996,a,10,,,0.99,,08/29/2000,0.00A,7.90A,
02/29/1996,a,10,,,0.99,,08/30/2000,0.54A,7.90A,
03/01/1996,a,9.9,,,0.98,,08/31/2000,0.00A,12.0A,
03/02/1996,a,10,,,0.98,,09/01/2000,0.00A,7.80A,
03/03/1996,a,9.7,,,0.97,,09/02/2000,0.28A,6.70A,
03/04/1996,a,9.4,,,0.96,,09/03/2000,0.33A,13.0A,
03/05/1996,a,9.5,,,0.96,,09/04/2000,0.24A,12.0A,
03/06/1996,a,14,,,1.08,,09/05/2000,0.01A,13.0A,
03/07/1996,a,35,,,1.5,,09/06/2000,0.00A,8.70A,
03/08/1996,a,35,,,1.5,,09/07/2000,0.00A,7.40A,
03/09/1996,a,16,,,1.12,,09/08/2000,0.00A,6.60A,
03/10/1996,a,14,,,1.08,,09/09/2000,0.00A,6.10A,
03/11/1996,a,14,,,1.06,,09/10/2000,0.00A,5.70A,
03/12/1996,a,13,,,1.04,,09/11/2000,0.00A,5.30A,
03/13/1996,a,13,,,1.03,,09/12/2000,0.00A,5.20A,
03/14/1996,a,12,,,1.02,,09/13/2000,0.00A,5.00A,
03/15/1996,a,15,,,1.08,,09/14/2000,0.56A,5.30A,
03/16/1996,a,24,,,1.28,,09/15/2000,0.00A,5.50A,
03/17/1996,a,20,,,1.2,,09/16/2000,0.00A,4.70A,
03/18/1996,a,17,,,1.13,,09/17/2000,0.00A,4.70A,
03/19/1996,a,19,,,1.18,,09/18/2000,0.54A,6.10A,
03/20/1996,a,17,,,1.13,,09/19/2000,0.07A,12.0A,
03/21/1996,a,13,,,1.05,,09/20/2000,0.00A,6.90A,
03/22/1996,a,13,,,1.03,,09/21/2000,0.00A,5.60A,
03/23/1996,a,12,,,1.01,,09/22/2000,1.47A,12.0A,
03/24/1996,a,11,,,1,,09/23/2000,2.14A,56.0A,
03/25/1996,a,11,,,0.99,,09/24/2000,0.00A,33.0A,
03/26/1996,a,11,,,0.99,,09/25/2000,0.38A,13.0A,
03/27/1996,a,11,,,0.98,,09/26/2000,0.16A,19.0A,
03/28/1996,a,26,,,1.32,,09/27/2000,0.00A,12.0A,
03/29/1996,a,30,,,1.42,,09/28/2000,0.00A,9.50A,
03/30/1996,a,15,,,1.1,,09/29/2000,0.00A,8.60A,
03/31/1996,a,14,,,1.06,,09/30/2000,0.00A,8.20A,
04/01/1996,a,17,,,1.14,,10/01/2000,0.00A,8.10A,
04/02/1996,a,15,,,1.1,,10/02/2000,0.00A,7.90A,
04/03/1996,a,12,,,1.03,,10/03/2000,0.00A,7.40A,
04/04/1996,a,11,,,1.01,,10/04/2000,0.00A,6.90A,
04/05/1996,a,10,,,1,,10/05/2000,0.00A,6.70A,
04/06/1996,a,11,,,1.02,,10/06/2000,0.00A,6.50A,
04/07/1996,a,13,,,1.06,,10/07/2000,0.00A,6.20A,
04/08/1996,a,10,,,1.01,,10/08/2000,0.00A,6.10A,
04/09/1996,a,14,,,1.1,,10/09/2000,0.00A,6.50A,
04/10/1996,a,11,,,1.03,,10/10/2000,0.00A,6.40A,
04/11/1996,a,9.9,,,0.99,,10/11/2000,0.00A,6.30A,
04/12/1996,a,9.3,,,0.98,,10/12/2000,0.00A,6.10A,
04/13/1996,a,9,,,0.97,,10/13/2000,0.00A,6.00A,
04/14/1996,a,12,,,1.06,,10/14/2000,0.00A,5.90A,
04/15/1996,a,14,,,1.1,,10/15/2000,0.00A,5.80A,
04/16/1996,a,18,,,1.2,,10/16/2000,0.00A,5.80A,
04/17/1996,a,11,,,1.01,,10/17/2000,0.00A,5.80A,
04/18/1996,a,9.4,,,0.98,,10/18/2000,0.00A,5.80A,
04/19/1996,a,9.1,,,0.97,,10/19/2000,0.00A,5.90A,
04/20/1996,a,9.1,,,0.97,,10/20/2000,0.00A,5.80A,
04/21/1996,a,9.8,,,0.99,,10/21/2000,0.00A,5.90A,
04/22/1996,a,8.6,,,0.96,,10/22/2000,0.00A,5.80A,
04/23/1996,a,8.2,,,0.94,,10/23/2000,0.00A,5.70A,
04/24/1996,a,8.7,,,0.96,,10/24/2000,0.00A,5.70A,
04/25/1996,a,7.9,,,0.93,,10/25/2000,0.00A,5.80A,
04/26/1996,a,9.4,,,0.98,,10/26/2000,0.00A,5.80A,
04/27/1996,a,11,,,1.03,,10/27/2000,0.00A,5.90A,
04/28/1996,a,8.1,,,0.94,,10/28/2000,0.00A,5.70A,
04/29/1996,a,8.6,,,0.95,,10/29/2000,0.00A,5.60A,
04/30/1996,a,62,,,1.99,,10/30/2000,0.00A,5.70A,
05/01/1996,a,36,,,1.52,,10/31/2000,0.00A,5.70A,
05/02/1996,a,16,,,1.11,,11/01/2000,0.00A,5.70A,
05/03/1996,a,13,,,1.05,,11/02/2000,0.00A,5.70A,
05/04/1996,a,12,,,1.01,,11/03/2000,0.00A,5.70A,
05/05/1996,a,11,,,0.98,,11/04/2000,0.10A,5.80A,
05/06/1996,a,10,,,0.96,,11/05/2000,0.10A,6.70A,
05/07/1996,a,10,,,0.97,,11/06/2000,0.00A,6.30A,
05/08/1996,a,11,,,0.99,,11/07/2000,0.00A,6.30A,
05/09/1996,a,10,,,0.96,,11/08/2000,0.00A,6.30A,
05/10/1996,a,9.1,,,0.93,,11/09/2000,0.00A,6.30A,
05/11/1996,a,9.2,,,0.93,,11/10/2000,0.20A,6.70A,
05/12/1996,a,10,,,0.96,,11/11/2000,0.00A,6.10A,
05/13/1996,a,8.7,,,0.92,,11/12/2000,0.00A,6.00A,
05/14/1996,a,8.7,,,0.92,,11/13/2000,0.00A,6.10A,
05/15/1996,a,9,,,0.93,,11/14/2000,0.60A,11.0A,
05/16/1996,a,20,,,1.19,,11/15/2000,0.00A,10.0A,
05/17/1996,a,21,,,1.23,,11/16/2000,0.00A,7.70A,
05/18/1996,a,11,,,0.98,,11/17/2000,0.14A,8.10A,
05/19/1996,a,9,,,0.93,,11/18/2000,0.00A,7.70A,
05/20/1996,a,8.1,,,0.9,,11/19/2000,0.78A,11.0A,
05/21/1996,a,7.6,,,0.89,,11/20/2000,0.00A,15.0A,
05/22/1996,a,7.3,,,0.88,,11/21/2000,0.00A,8.30A,
05/23/1996,a,7.2,,,0.87,,11/22/2000,0.00A,7.40A,
05/24/1996,a,7,,,0.87,,11/23/2000,0.00A,7.10A,
05/25/1996,a,7.6,,,0.88,,11/24/2000,0.00A,6.90A,
05/26/1996,a,7.5,,,0.88,,11/25/2000,1.46A,16.0A,
05/27/1996,a,8.2,,,0.9,,11/26/2000,0.00A,28.0A,
05/28/1996,a,7.9,,,0.89,,11/27/2000,0.00A,11.0A,
05/29/1996,a,8.4,,,0.91,,11/28/2000,0.00A,8.60A,
05/30/1996,a,8.6,,,0.91,,11/29/2000,0.00A,8.00A,
05/31/1996,a,7.2,,,0.87,,11/30/2000,0.00A,7.70A,
06/01/1996,a,6.9,,,0.86,,12/01/2000,0.00A,7.40A,
06/02/1996,a,6.7,,,0.86,,12/02/2000,0.19A,7.90A,
06/03/1996,a,6.7,,,0.86,,12/03/2000,0.00A,8.90A,
06/04/1996,a,6.6,,,0.85,,12/04/2000,0.00A,7.70A,
06/05/1996,a,6.4,,,0.85,,12/05/2000,0.00A,7.40A,
06/06/1996,a,6.3,,,0.84,,12/06/2000,0.00A,7.30A,
06/07/1996,a,6.1,,,0.83,,12/07/2000,0.00A,7.30A,
06/08/1996,a,5.9,,,0.83,,12/08/2000,0.00A,7.10A,
06/09/1996,a,30,,,1.35,,12/09/2000,0.00A,6.90A,
06/10/1996,a,29,,,1.36,,12/10/2000,0.06A,7.20A,
06/11/1996,a,10,,,0.97,,12/11/2000,0.00A,7.10A,
06/12/1996,a,8.5,,,0.91,,12/12/2000,0.00A,7.10A,
06/13/1996,a,7.5,,,0.88,,12/13/2000,0.00A,6.90A,
06/14/1996,a,7,,,0.87,,12/14/2000,0.02A,7.00A,
06/15/1996,a,6.7,,,0.86,,12/15/2000,0.00A,7.00A,
06/16/1996,a,6.7,,,0.86,,12/16/2000,0.16A,7.00A,
06/17/1996,a,6.4,,,0.85,,12/17/2000,0.18A,9.10A,
06/18/1996,a,6.2,,,0.84,,12/18/2000,0.00A,7.80A,
06/19/1996,a,6.2,,,0.84,,12/19/2000,0.08A,7.30A,
06/20/1996,a,6.5,,,0.85,,12/20/2000,0.00A,7.60A,
06/21/1996,a,8.5,,,0.91,,12/21/2000,0.00A,7.00A,
06/22/1996,a,6.1,,,0.84,,12/22/2000,0.00A,7.10A,
06/23/1996,a,5.4,,,0.81,,12/23/2000,0.00A,6.80A,
06/24/1996,a,5.1,,,0.8,,12/24/2000,0.00A,6.70A,
06/25/1996,a,7.5,,,0.88,,12/25/2000,0.00A,6.70A,
06/26/1996,a,5.9,,,0.83,,12/26/2000,0.00A,6.60A,
06/27/1996,a,5.3,,,0.81,,12/27/2000,0.19A,7.00A,
06/28/1996,a,5.1,,,0.8,,12/28/2000,0.01A,8.40A,
06/29/1996,a,5.1,,,0.8,,12/29/2000,0.00A,7.40A,
06/30/1996,a,5.1,,,0.8,,12/30/2000,0.00A,7.00A,
07/01/1996,a,5,,,0.8,,12/31/2000,0.00A,6.90A,
07/02/1996,a,6.2,,,0.84,,01/01/2001,0.00A,6.70A,
07/03/1996,a,9.7,,,0.95,,01/02/2001,0.04A,6.70A,
07/04/1996,a,5.8,,,0.83,,01/03/2001,0.00A,6.60A,
07/05/1996,a,5.3,,,0.81,,01/04/2001,0.00A,6.60A,
07/06/1996,a,5.5,,,0.81,,01/05/2001,0.00A,6.70A,
07/07/1996,a,4.9,,,0.79,,01/06/2001,0.00A,6.60A,
07/08/1996,a,4.7,,,0.79,,01/07/2001,0.00A,6.60A,
07/09/1996,a,4.9,,,0.8,,01/08/2001,0.15A,7.30A,
07/10/1996,a,5.5,,,0.82,,01/09/2001,0.01A,7.40A,
07/11/1996,a,5.9,,,0.83,,01/10/2001,0.00A,6.80A,
07/12/1996,a,17,,,1.12,,01/11/2001,0.00A,6.60A,
07/13/1996,a,18,,,1.15,,01/12/2001,0.12A,6.90A,
07/14/1996,a,7.5,,,0.88,,01/13/2001,0.00A,7.20A,
07/15/1996,a,7.5,,,0.88,,01/14/2001,0.00A,6.70A,
07/16/1996,a,11,,,0.99,,01/15/2001,0.01A,6.60A,
07/17/1996,a,11,,,0.99,,01/16/2001,0.00A,6.60A,
07/18/1996,a,6.7,,,0.86,,01/17/2001,0.00A,6.60A,
07/19/1996,a,5.6,,,0.82,,01/18/2001,0.00A,6.50A,
07/20/1996,a,5,,,0.8,,01/19/2001,0.42A,6.60A,
07/21/1996,a,5.6,,,0.82,,01/20/2001,0.42A,18.0A,
07/22/1996,a,6.5,,,0.85,,01/21/2001,0.00A,10.0A,
07/23/1996,a,13,,,1.03,,01/22/2001,0.00A,7.80A,
07/24/1996,a,31,,,1.42,,01/23/2001,0.00A,7.30A,
07/25/1996,a,17,,,1.11,,01/24/2001,0.00A,7.00A,
07/26/1996,a,19,,,1.17,,01/25/2001,0.00A,6.90A,
07/27/1996,a,9.6,,,0.95,,01/26/2001,0.00A,6.60A,
07/28/1996,a,7.6,,,0.89,,01/27/2001,0.00A,6.60A,
07/29/1996,a,7.7,,,0.89,,01/28/2001,0.00A,6.60A,
07/30/1996,a,8.6,,,0.91,,01/29/2001,0.00A,6.60A,
07/31/1996,a,14,,,1.05,,01/30/2001,0.15A,7.40A,
08/01/1996,a,18,,,1.16,,01/31/2001,0.00A,7.10A,
08/02/1996,a,11,,,0.97,,02/01/2001,0.00A,6.60A,
08/03/1996,a,9.2,,,0.93,,02/02/2001,0.01A,6.50A,
08/04/1996,a,28,,,1.37,,02/03/2001,0.00A,6.30A,
08/05/1996,a,11,,,0.99,,02/04/2001,0.17A,6.50A,
08/06/1996,a,8.5,,,0.91,,02/05/2001,0.04A,7.90A,
08/07/1996,a,8.4,,,0.91,,02/06/2001,0.00A,6.90A,
08/08/1996,a,8.5,,,0.91,,02/07/2001,0.00A,6.60A,
08/09/1996,a,7.6,,,0.88,,02/08/2001,0.00A,6.30A,
08/10/1996,a,8.4,,,0.91,,02/09/2001,0.00A,6.30A,
08/11/1996,a,7.2,,,0.87,,02/10/2001,0.01A,6.40A,
08/12/1996,a,17,,,1.09,,02/11/2001,0.00A,6.10A,
08/13/1996,a,45,,,1.68,,02/12/2001,0.67A,10.0A,
08/14/1996,a,14,,,1.07,,02/13/2001,0.09A,11.0A,
08/15/1996,a,11,,,0.98,,02/14/2001,0.10A,9.00A,
08/16/1996,a,8.7,,,0.92,,02/15/2001,0.00A,7.80A,
08/17/1996,a,8.1,,,0.9,,02/16/2001,0.00A,7.20A,
08/18/1996,a,8.1,,,0.9,,02/17/2001,0.89A,19.0A,
08/19/1996,a,7.8,,,0.89,,02/18/2001,0.00A,11.0A,
08/20/1996,a,7.5,,,0.88,,02/19/2001,0.00A,8.20A,
08/21/1996,a,6.9,,,0.86,,02/20/2001,0.00A,7.60A,
08/22/1996,a,6.5,,,0.85,,02/21/2001,0.00A,7.40A,
08/23/1996,a,6.4,,,0.85,,02/22/2001,0.46A,9.80A,
08/24/1996,a,6.7,,,0.86,,02/23/2001,0.00A,9.80A,
08/25/1996,a,15,,,1.09,,02/24/2001,0.00A,8.60A,
08/26/1996,a,20,,,1.21,,02/25/2001,0.08A,8.20A,
08/27/1996,a,25,,,1.3,,02/26/2001,0.00A,8.40A,
08/28/1996,a,12,,,1.02,,02/27/2001,0.00A,7.70A,
08/29/1996,a,9.9,,,0.96,,02/28/2001,0.00A,7.70A,
08/30/1996,a,8.4,,,0.91,,03/01/2001,0.03A,7.50A,
08/31/1996,a,7.8,,,0.89,,03/02/2001,0.00A,6.60A,
09/01/1996,a,7.3,,,0.88,,03/03/2001,0.31A,6.80A,
09/02/1996,a,7.6,,,0.89,,03/04/2001,0.48A,17.0A,
09/03/1996,a,15,,,1.08,,03/05/2001,0.05A,10.0A,
09/04/1996,a,13,,,1.03,,03/06/2001,0.00A,7.90A,
09/05/1996,a,13,,,1.02,,03/07/2001,0.00A,7.30A,
09/06/1996,a,137,,,3.23,,03/08/2001,0.00A,7.10A,
09/07/1996,a,64,,,2.02,,03/09/2001,0.00A,6.80A,
09/08/1996,a,55,,,1.85,,03/10/2001,0.00A,6.60A,
09/09/1996,a,16,,,1.12,,03/11/2001,0.00A,6.60A,
09/10/1996,a,14,,,1.07,,03/12/2001,0.13A,6.50A,
09/11/1996,a,14,,,1.07,,03/13/2001,0.01A,7.30A,
09/12/1996,a,14,,,1.06,,03/14/2001,0.00A,6.50A,
09/13/1996,a,13,,,1.04,,03/15/2001,0.79A,14.0A,
09/14/1996,a,11,,,1,,03/16/2001,0.00A,13.0A,
09/15/1996,a,10,,,0.97,,03/17/2001,0.01A,8.30A,
09/16/1996,a,13,,,1.03,,03/18/2001,0.00A,7.30A,
09/17/1996,a,64,,,2.03,,03/19/2001,0.00A,6.90A,
09/18/1996,a,24,,,1.3,,03/20/2001,1.02A,9.10A,
09/19/1996,a,16,,,1.12,,03/21/2001,0.41A,21.0A,
09/20/1996,a,14,,,1.08,,03/22/2001,0.01A,11.0A,
09/21/1996,a,13,,,1.06,,03/23/2001,0.00A,8.30A,
09/22/1996,a,19,,,1.21,,03/24/2001,0.00A,7.90A,
09/23/1996,a,15,,,1.1,,03/25/2001,0.00A,7.60A,
09/24/1996,a,12,,,1.04,,03/26/2001,0.00A,7.50A,
09/25/1996,a,14,,,1.08,,03/27/2001,0.00A,7.30A,
09/26/1996,a,13,,,1.05,,03/28/2001,0.00A,7.30A,
09/27/1996,a,12,,,1.03,,03/29/2001,1.23A,17.0A,
09/28/1996,a,11,,,1.02,,03/30/2001,0.00A,19.0A,
09/29/1996,a,12,,,1.04,,03/31/2001,0.00A,9.20A,
09/30/1996,a,12,,,1.05,,04/01/2001,0.18A,8.40A,
10/01/1996,a,13,,,1.07,,04/02/2001,0.00A,9.70A,
10/02/1996,a,16,,,1.14,,04/03/2001,0.05A,8.30A,
10/03/1996,a,12,,,1.05,,04/04/2001,0.00A,8.10A,
10/04/1996,a,10,,,0.99,,04/05/2001,0.00A,7.40A,
10/05/1996,a,9.6,,,0.98,,04/06/2001,0.00A,7.00A,
10/06/1996,a,9.4,,,0.97,,04/07/2001,0.00A,6.30A,
10/07/1996,a,9.8,,,0.98,,04/08/2001,0.00A,6.10A,
10/08/1996,a,88,,,2.5,,04/09/2001,0.00A,5.80A,
10/09/1996,a,42,,,1.64,,04/10/2001,0.00A,5.50A,
10/10/1996,a,18,,,1.19,,04/11/2001,0.00A,5.40A,
10/11/1996,a,15,,,1.12,,04/12/2001,0.00A,5.30A,
10/12/1996,a,14,,,1.09,,04/13/2001,0.08A,5.20A,
10/13/1996,a,14,,,1.08,,04/14/2001,0.00A,5.20A,
10/14/1996,a,13,,,1.06,,04/15/2001,0.00A,5.10A,
10/15/1996,a,13,,,1.05,,04/16/2001,0.00A,5.20A,
10/16/1996,a,12,,,1.04,,04/17/2001,0.05A,4.90A,
10/17/1996,a,12,,,1.04,,04/18/2001,0.00A,5.20A,
10/18/1996,a,16,,,1.13,,04/19/2001,0.00A,5.10A,
10/19/1996,a,20,,,1.23,,04/20/2001,0.00A,5.00A,
10/20/1996,a,14,,,1.07,,04/21/2001,0.00A,5.00A,
10/21/1996,a,12,,,1.04,,04/22/2001,0.00A,4.80A,
10/22/1996,a,12,,,1.02,,04/23/2001,0.00A,4.50A,
10/23/1996,a,11,,,1.02,,04/24/2001,0.51A,4.60A,
10/24/1996,a,11,,,1.02,,04/25/2001,0.41A,13.0A,
10/25/1996,a,11,,,1,,04/26/2001,0.00A,7.90A,
10/26/1996,a,11,,,1,,04/27/2001,0.00A,5.90A,
10/27/1996,a,11,,,1,,04/28/2001,0.00A,5.40A,
10/28/1996,a,11,,,1.01,,04/29/2001,0.00A,5.00A,
10/29/1996,a,11,,,1.01,,04/30/2001,0.00A,5.10A,
10/30/1996,a,10,,,0.99,,05/01/2001,0.00A,5.10A,
10/31/1996,a,10,,,0.98,,05/02/2001,0.00A,5.00A,
11/01/1996,a,9.9,,,0.98,,05/03/2001,0.00A,4.90A,
11/02/1996,a,22,,,1.25,,05/04/2001,0.00A,4.70A,
11/03/1996,a,19,,,1.2,,05/05/2001,0.00A,4.50A,
11/04/1996,a,12,,,1.04,,05/06/2001,0.00A,4.20A,
11/05/1996,a,12,,,1.02,,05/07/2001,0.00A,4.30A,
11/06/1996,a,11,,,1.02,,05/08/2001,0.00A,4.40A,
11/07/1996,a,11,,,1.01,,05/09/2001,0.00A,4.30A,
11/08/1996,a,19,,,1.18,,05/10/2001,0.00A,4.30A,
11/09/1996,a,26,,,1.35,,05/11/2001,0.00A,4.30A,
11/10/1996,a,14,,,1.09,,05/12/2001,0.00A,3.90A,
11/11/1996,a,13,,,1.05,,05/13/2001,0.00A,4.40A,
11/12/1996,a,12,,,1.03,,05/14/2001,0.00A,4.20A,
11/13/1996,a,12,,,1.03,,05/15/2001,0.00A,3.80A,
11/14/1996,a,12,,,1.02,,05/16/2001,0.14A,4.20A,
11/15/1996,a,11,,,1.02,,05/17/2001,0.07A,6.00A,
11/16/1996,a,11,,,1.01,,05/18/2001,0.00A,5.10A,
11/17/1996,a,11,,,1.01,,05/19/2001,0.00A,4.20A,
11/18/1996,a,12,,,1.02,,05/20/2001,0.03A,3.70A,
11/19/1996,a,16,,,1.13,,05/21/2001,0.02A,4.20A,
11/20/1996,a,13,,,1.05,,05/22/2001,0.07A,4.60A,
11/21/1996,a,13,,,1.05,,05/23/2001,0.04A,3.90A,
11/22/1996,a,23,,,1.29,,05/24/2001,0.00A,3.40A,
11/23/1996,a,14,,,1.08,,05/25/2001,0.00A,3.30A,
11/24/1996,a,12,,,1.04,,05/26/2001,0.14A,4.20A,
11/25/1996,a,12,,,1.03,,05/27/2001,0.00A,4.50A,
11/26/1996,a,21,,,1.23,,05/28/2001,,9.90A,
11/27/1996,a,15,,,1.12,,05/29/2001,,12.0A,
11/28/1996,a,12,,,1.04,,05/30/2001,0.00A,6.40A,
11/29/1996,a,12,,,1.03,,05/31/2001,0.00A,4.50A,
11/30/1996,a,13,,,1.05,,06/01/2001,1.23A,8.80A,
12/01/1996,a,24,,,1.3,,06/02/2001,0.03A,19.0A,
12/02/1996,a,28,,,1.39,,06/03/2001,0.00A,6.50A,
12/03/1996,a,15,,,1.11,,06/04/2001,0.00A,4.70A,
12/04/1996,a,14,,,1.07,,06/05/2001,0.00A,4.10A,
12/05/1996,a,14,,,1.08,,06/06/2001,0.00A,3.80A,
12/06/1996,a,19,,,1.21,,06/07/2001,0.02A,3.70A,
12/07/1996,a,17,,,1.15,,06/08/2001,0.04A,3.70A,
12/08/1996,a,19,,,1.2,,06/09/2001,0.00A,4.00A,
12/09/1996,a,14,,,1.09,,06/10/2001,0.00A,3.60A,
12/10/1996,a,13,,,1.06,,06/11/2001,0.13A,3.60A,
12/11/1996,a,13,,,1.06,,06/12/2001,0.00A,4.50A,
12/12/1996,a,13,,,1.05,,06/13/2001,1.11A,8.40A,
12/13/1996,a,12,,,1.04,,06/14/2001,0.45A,20.0A,
12/14/1996,a,12,,,1.03,,06/15/2001,0.00A,11.0A,
12/15/1996,a,12,,,1.02,,06/16/2001,0.21A,6.50A,
12/16/1996,a,12,,,1.02,,06/17/2001,0.00A,20.0A,
12/17/1996,a,12,,,1.03,,06/18/2001,0.00A,6.40A,
12/18/1996,a,12,,,1.04,,06/19/2001,0.00A,4.80A,
12/19/1996,a,29,,,1.4,,06/20/2001,0.00A,4.30A,
12/20/1996,a,17,,,1.17,,06/21/2001,0.00A,4.00A,
